t, c	M(t), рад	E(t), рад	Theta(t), рад	
0	0		0		0
2367	0.344266	0.82807	1.53568
2368	0.344412	0.828332	1.53603
2369	0.344557	0.828593	1.53639
2370	0.344703	0.828855	1.53674
2371	0.344848	0.829116	1.5371
2372	0.344993	0.829378	1.53745
2373	0.345139	0.829639	1.5378
2374	0.345284	0.8299	1.53816
2375	0.34543	0.830162	1.53851
2376	0.345575	0.830423	1.53887
2377	0.345721	0.830684	1.53922
2378	0.345866	0.830945	1.53957
2379	0.346012	0.831206	1.53993
2380	0.346157	0.831467	1.54028
2381	0.346302	0.831728	1.54063
2382	0.346448	0.831989	1.54098
2383	0.346593	0.832249	1.54134
2384	0.346739	0.83251	1.54169
2385	0.346884	0.832771	1.54204
2386	0.34703	0.833031	1.54239
2387	0.347175	0.833292	1.54274
2388	0.347321	0.833552	1.5431
2389	0.347466	0.833813	1.54345
2390	0.347611	0.834073	1.5438
2391	0.347757	0.834333	1.54415
2392	0.347902	0.834594	1.5445
2393	0.348048	0.834854	1.54485
2394	0.348193	0.835114	1.5452
2395	0.348339	0.835374	1.54555
2396	0.348484	0.835634	1.5459
2397	0.34863	0.835894	1.54625
2398	0.348775	0.836154	1.54661
2399	0.34892	0.836413	1.54696
2400	0.349066	0.836673	1.5473
2401	0.349211	0.836933	1.54765
2402	0.349357	0.837193	1.548
2403	0.349502	0.837452	1.54835
2404	0.349648	0.837712	1.5487
2405	0.349793	0.837971	1.54905
2406	0.349939	0.838231	1.5494
2407	0.350084	0.83849	1.54975
2408	0.350229	0.838749	1.5501
2409	0.350375	0.839008	1.55045
2410	0.35052	0.839268	1.55079
2411	0.350666	0.839527	1.55114
2412	0.350811	0.839786	1.55149
2413	0.350957	0.840045	1.55184
2414	0.351102	0.840304	1.55219
2415	0.351248	0.840562	1.55253
2416	0.351393	0.840821	1.55288
2417	0.351538	0.84108	1.55323
2418	0.351684	0.841339	1.55357
2419	0.351829	0.841597	1.55392
2420	0.351975	0.841856	1.55427
2421	0.35212	0.842115	1.55461
2422	0.352266	0.842373	1.55496
2423	0.352411	0.842631	1.55531
2424	0.352557	0.84289	1.55565
2425	0.352702	0.843148	1.556
2426	0.352847	0.843406	1.55634
2427	0.352993	0.843664	1.55669
2428	0.353138	0.843923	1.55704
2429	0.353284	0.844181	1.55738
2430	0.353429	0.844439	1.55773
2431	0.353575	0.844697	1.55807
2432	0.35372	0.844954	1.55842
2433	0.353866	0.845212	1.55876
2434	0.354011	0.84547	1.55911
2435	0.354156	0.845728	1.55945
2436	0.354302	0.845985	1.55979
2437	0.354447	0.846243	1.56014
2438	0.354593	0.8465	1.56048
2439	0.354738	0.846758	1.56083
2440	0.354884	0.847015	1.56117
2441	0.355029	0.847273	1.56151
2442	0.355175	0.84753	1.56186
2443	0.35532	0.847787	1.5622
2444	0.355465	0.848045	1.56254
2445	0.355611	0.848302	1.56288
2446	0.355756	0.848559	1.56323
2447	0.355902	0.848816	1.56357
2448	0.356047	0.849073	1.56391
2449	0.356193	0.84933	1.56425
2450	0.356338	0.849586	1.5646
2451	0.356483	0.849843	1.56494
2452	0.356629	0.8501	1.56528
2453	0.356774	0.850357	1.56562
2454	0.35692	0.850613	1.56596
2455	0.357065	0.85087	1.5663
2456	0.357211	0.851126	1.56665
2457	0.357356	0.851383	1.56699
2458	0.357502	0.851639	1.56733
2459	0.357647	0.851896	1.56767
2460	0.357792	0.852152	1.56801
2461	0.357938	0.852408	1.56835
2462	0.358083	0.852664	1.56869
2463	0.358229	0.85292	1.56903
2464	0.358374	0.853176	1.56937
2465	0.35852	0.853432	1.56971
2466	0.358665	0.853688	1.57005
2467	0.358811	0.853944	1.57039
2468	0.358956	0.8542	1.57073
2469	0.359101	0.854456	1.57107
2470	0.359247	0.854711	1.5714
2471	0.359392	0.854967	1.57174
2472	0.359538	0.855223	1.57208
2473	0.359683	0.855478	1.57242
2474	0.359829	0.855734	1.57276
2475	0.359974	0.855989	1.5731
2476	0.36012	0.856244	1.57344
2477	0.360265	0.8565	1.57377
2478	0.36041	0.856755	1.57411
2479	0.360556	0.85701	1.57445
2480	0.360701	0.857265	1.57479
2481	0.360847	0.85752	1.57512
2482	0.360992	0.857775	1.57546
2483	0.361138	0.85803	1.5758
2484	0.361283	0.858285	1.57613
2485	0.361429	0.85854	1.57647
2486	0.361574	0.858795	1.57681
2487	0.361719	0.85905	1.57714
2488	0.361865	0.859304	1.57748
2489	0.36201	0.859559	1.57782
2490	0.362156	0.859814	1.57815
2491	0.362301	0.860068	1.57849
2492	0.362447	0.860323	1.57882
2493	0.362592	0.860577	1.57916
2494	0.362738	0.860831	1.5795
2495	0.362883	0.861086	1.57983
2496	0.363028	0.86134	1.58017
2497	0.363174	0.861594	1.5805
2498	0.363319	0.861848	1.58084
2499	0.363465	0.862102	1.58117
2500	0.36361	0.862356	1.5815
2501	0.363756	0.86261	1.58184
2502	0.363901	0.862864	1.58217
2503	0.364047	0.863118	1.58251
2504	0.364192	0.863372	1.58284
2505	0.364337	0.863625	1.58318
2506	0.364483	0.863879	1.58351
2507	0.364628	0.864133	1.58384
2508	0.364774	0.864386	1.58418
2509	0.364919	0.86464	1.58451
2510	0.365065	0.864893	1.58484
2511	0.36521	0.865147	1.58517
2512	0.365356	0.8654	1.58551
2513	0.365501	0.865653	1.58584
2514	0.365646	0.865906	1.58617
2515	0.365792	0.86616	1.5865
2516	0.365937	0.866413	1.58684
2517	0.366083	0.866666	1.58717
2518	0.366228	0.866919	1.5875
2519	0.366374	0.867172	1.58783
2520	0.366519	0.867424	1.58816
2521	0.366665	0.867677	1.5885
2522	0.36681	0.86793	1.58883
2523	0.366955	0.868183	1.58916
2524	0.367101	0.868435	1.58949
2525	0.367246	0.868688	1.58982
2526	0.367392	0.868941	1.59015
2527	0.367537	0.869193	1.59048
2528	0.367683	0.869446	1.59081
2529	0.367828	0.869698	1.59114
2530	0.367974	0.86995	1.59147
2531	0.368119	0.870203	1.5918
2532	0.368264	0.870455	1.59213
2533	0.36841	0.870707	1.59246
2534	0.368555	0.870959	1.59279
2535	0.368701	0.871211	1.59312
2536	0.368846	0.871463	1.59345
2537	0.368992	0.871715	1.59378
2538	0.369137	0.871967	1.59411
2539	0.369283	0.872219	1.59444
2540	0.369428	0.872471	1.59477
2541	0.369573	0.872722	1.59509
2542	0.369719	0.872974	1.59542
2543	0.369864	0.873226	1.59575
2544	0.37001	0.873477	1.59608
2545	0.370155	0.873729	1.59641
2546	0.370301	0.87398	1.59673
2547	0.370446	0.874231	1.59706
2548	0.370592	0.874483	1.59739
2549	0.370737	0.874734	1.59772
2550	0.370882	0.874985	1.59804
2551	0.371028	0.875236	1.59837
2552	0.371173	0.875488	1.5987
2553	0.371319	0.875739	1.59902
2554	0.371464	0.87599	1.59935
2555	0.37161	0.876241	1.59968
2556	0.371755	0.876492	1.6
2557	0.371901	0.876742	1.60033
2558	0.372046	0.876993	1.60066
2559	0.372191	0.877244	1.60098
2560	0.372337	0.877495	1.60131
2561	0.372482	0.877745	1.60163
2562	0.372628	0.877996	1.60196
2563	0.372773	0.878246	1.60228
2564	0.372919	0.878497	1.60261
2565	0.373064	0.878747	1.60294
2566	0.37321	0.878997	1.60326
2567	0.373355	0.879248	1.60358
2568	0.3735	0.879498	1.60391
2569	0.373646	0.879748	1.60423
2570	0.373791	0.879998	1.60456
2571	0.373937	0.880248	1.60488
2572	0.374082	0.880498	1.60521
2573	0.374228	0.880748	1.60553
2574	0.374373	0.880998	1.60585
2575	0.374519	0.881248	1.60618
2576	0.374664	0.881498	1.6065
2577	0.374809	0.881748	1.60683
2578	0.374955	0.881997	1.60715
2579	0.3751	0.882247	1.60747
2580	0.375246	0.882497	1.60779
2581	0.375391	0.882746	1.60812
2582	0.375537	0.882996	1.60844
2583	0.375682	0.883245	1.60876
2584	0.375828	0.883495	1.60909
2585	0.375973	0.883744	1.60941
2586	0.376118	0.883993	1.60973
2587	0.376264	0.884242	1.61005
2588	0.376409	0.884491	1.61037
2589	0.376555	0.884741	1.6107
2590	0.3767	0.88499	1.61102
2591	0.376846	0.885239	1.61134
2592	0.376991	0.885488	1.61166
2593	0.377137	0.885736	1.61198
2594	0.377282	0.885985	1.6123
2595	0.377427	0.886234	1.61262
2596	0.377573	0.886483	1.61294
2597	0.377718	0.886731	1.61326
2598	0.377864	0.88698	1.61358
2599	0.378009	0.887229	1.6139
2600	0.378155	0.887477	1.61422
2601	0.3783	0.887726	1.61455
2602	0.378446	0.887974	1.61486
2603	0.378591	0.888222	1.61518
2604	0.378736	0.888471	1.6155
2605	0.378882	0.888719	1.61582
2606	0.379027	0.888967	1.61614
2607	0.379173	0.889215	1.61646
2608	0.379318	0.889463	1.61678
2609	0.379464	0.889711	1.6171
2610	0.379609	0.889959	1.61742
2611	0.379755	0.890207	1.61774
2612	0.3799	0.890455	1.61806
2613	0.380045	0.890703	1.61837
2614	0.380191	0.890951	1.61869
2615	0.380336	0.891198	1.61901
2616	0.380482	0.891446	1.61933
2617	0.380627	0.891694	1.61965
2618	0.380773	0.891941	1.61996
2619	0.380918	0.892189	1.62028
2620	0.381064	0.892436	1.6206
2621	0.381209	0.892683	1.62092
2622	0.381354	0.892931	1.62123
2623	0.3815	0.893178	1.62155
2624	0.381645	0.893425	1.62187
2625	0.381791	0.893672	1.62218
2626	0.381936	0.89392	1.6225
2627	0.382082	0.894167	1.62282
2628	0.382227	0.894414	1.62313
2629	0.382373	0.894661	1.62345
2630	0.382518	0.894908	1.62377
2631	0.382663	0.895154	1.62408
2632	0.382809	0.895401	1.6244
2633	0.382954	0.895648	1.62471
2634	0.3831	0.895895	1.62503
2635	0.383245	0.896141	1.62535
2636	0.383391	0.896388	1.62566
2637	0.383536	0.896634	1.62598
2638	0.383682	0.896881	1.62629
2639	0.383827	0.897127	1.62661
2640	0.383972	0.897374	1.62692
2641	0.384118	0.89762	1.62723
2642	0.384263	0.897866	1.62755
2643	0.384409	0.898113	1.62786
2644	0.384554	0.898359	1.62818
2645	0.3847	0.898605	1.62849
2646	0.384845	0.898851	1.62881
2647	0.384991	0.899097	1.62912
2648	0.385136	0.899343	1.62943
2649	0.385281	0.899589	1.62975
2650	0.385427	0.899835	1.63006
2651	0.385572	0.90008	1.63037
2652	0.385718	0.900326	1.63069
2653	0.385863	0.900572	1.631
2654	0.386009	0.900818	1.63131
2655	0.386154	0.901063	1.63162
2656	0.3863	0.901309	1.63194
2657	0.386445	0.901554	1.63225
2658	0.38659	0.9018	1.63256
2659	0.386736	0.902045	1.63287
2660	0.386881	0.90229	1.63319
2661	0.387027	0.902536	1.6335
2662	0.387172	0.902781	1.63381
2663	0.387318	0.903026	1.63412
2664	0.387463	0.903271	1.63443
2665	0.387609	0.903516	1.63474
2666	0.387754	0.903761	1.63506
2667	0.387899	0.904006	1.63537
2668	0.388045	0.904251	1.63568
2669	0.38819	0.904496	1.63599
2670	0.388336	0.904741	1.6363
2671	0.388481	0.904985	1.63661
2672	0.388627	0.90523	1.63692
2673	0.388772	0.905475	1.63723
2674	0.388918	0.905719	1.63754
2675	0.389063	0.905964	1.63785
2676	0.389208	0.906208	1.63816
2677	0.389354	0.906453	1.63847
2678	0.389499	0.906697	1.63878
2679	0.389645	0.906942	1.63909
2680	0.38979	0.907186	1.6394
2681	0.389936	0.90743	1.63971
2682	0.390081	0.907674	1.64002
2683	0.390227	0.907918	1.64033
2684	0.390372	0.908163	1.64064
2685	0.390517	0.908407	1.64094
2686	0.390663	0.908651	1.64125
2687	0.390808	0.908895	1.64156
2688	0.390954	0.909138	1.64187
2689	0.391099	0.909382	1.64218
2690	0.391245	0.909626	1.64249
2691	0.39139	0.90987	1.64279
2692	0.391536	0.910113	1.6431
2693	0.391681	0.910357	1.64341
2694	0.391826	0.910601	1.64372
2695	0.391972	0.910844	1.64402
2696	0.392117	0.911088	1.64433
2697	0.392263	0.911331	1.64464
2698	0.392408	0.911574	1.64495
2699	0.392554	0.911818	1.64525
2700	0.392699	0.912061	1.64556
2701	0.392845	0.912304	1.64587
2702	0.39299	0.912547	1.64617
2703	0.393135	0.91279	1.64648
2704	0.393281	0.913033	1.64679
2705	0.393426	0.913276	1.64709
2706	0.393572	0.913519	1.6474
2707	0.393717	0.913762	1.6477
2708	0.393863	0.914005	1.64801
2709	0.394008	0.914248	1.64832
2710	0.394154	0.914491	1.64862
2711	0.394299	0.914733	1.64893
2712	0.394444	0.914976	1.64923
2713	0.39459	0.915218	1.64954
2714	0.394735	0.915461	1.64984
2715	0.394881	0.915703	1.65015
2716	0.395026	0.915946	1.65045
2717	0.395172	0.916188	1.65076
2718	0.395317	0.916431	1.65106
2719	0.395463	0.916673	1.65136
2720	0.395608	0.916915	1.65167
2721	0.395753	0.917157	1.65197
2722	0.395899	0.917399	1.65228
2723	0.396044	0.917642	1.65258
2724	0.39619	0.917884	1.65288
2725	0.396335	0.918126	1.65319
2726	0.396481	0.918367	1.65349
2727	0.396626	0.918609	1.65379
2728	0.396772	0.918851	1.6541
2729	0.396917	0.919093	1.6544
2730	0.397062	0.919335	1.6547
2731	0.397208	0.919576	1.65501
2732	0.397353	0.919818	1.65531
2733	0.397499	0.92006	1.65561
2734	0.397644	0.920301	1.65591
2735	0.39779	0.920543	1.65622
2736	0.397935	0.920784	1.65652
2737	0.398081	0.921025	1.65682
2738	0.398226	0.921267	1.65712
2739	0.398371	0.921508	1.65742
2740	0.398517	0.921749	1.65773
2741	0.398662	0.92199	1.65803
2742	0.398808	0.922231	1.65833
2743	0.398953	0.922472	1.65863
2744	0.399099	0.922713	1.65893
2745	0.399244	0.922954	1.65923
2746	0.39939	0.923195	1.65953
2747	0.399535	0.923436	1.65983
2748	0.39968	0.923677	1.66014
2749	0.399826	0.923918	1.66044
2750	0.399971	0.924159	1.66074
2751	0.400117	0.924399	1.66104
2752	0.400262	0.92464	1.66134
2753	0.400408	0.92488	1.66164
2754	0.400553	0.925121	1.66194
2755	0.400699	0.925361	1.66224
2756	0.400844	0.925602	1.66254
2757	0.400989	0.925842	1.66284
2758	0.401135	0.926082	1.66313
2759	0.40128	0.926323	1.66343
2760	0.401426	0.926563	1.66373
2761	0.401571	0.926803	1.66403
2762	0.401717	0.927043	1.66433
2763	0.401862	0.927283	1.66463
2764	0.402008	0.927523	1.66493
2765	0.402153	0.927763	1.66523
2766	0.402298	0.928003	1.66553
2767	0.402444	0.928243	1.66582
2768	0.402589	0.928483	1.66612
2769	0.402735	0.928723	1.66642
2770	0.40288	0.928962	1.66672
2771	0.403026	0.929202	1.66702
2772	0.403171	0.929442	1.66731
2773	0.403317	0.929681	1.66761
2774	0.403462	0.929921	1.66791
2775	0.403607	0.93016	1.66821
2776	0.403753	0.930399	1.6685
2777	0.403898	0.930639	1.6688
2778	0.404044	0.930878	1.6691
2779	0.404189	0.931117	1.66939
2780	0.404335	0.931357	1.66969
2781	0.40448	0.931596	1.66999
2782	0.404625	0.931835	1.67028
2783	0.404771	0.932074	1.67058
2784	0.404916	0.932313	1.67088
2785	0.405062	0.932552	1.67117
2786	0.405207	0.932791	1.67147
2787	0.405353	0.93303	1.67176
2788	0.405498	0.933269	1.67206
2789	0.405644	0.933507	1.67236
2790	0.405789	0.933746	1.67265
2791	0.405934	0.933985	1.67295
2792	0.40608	0.934223	1.67324
2793	0.406225	0.934462	1.67354
2794	0.406371	0.9347	1.67383
2795	0.406516	0.934939	1.67413
2796	0.406662	0.935177	1.67442
2797	0.406807	0.935416	1.67472
2798	0.406953	0.935654	1.67501
2799	0.407098	0.935892	1.6753
2800	0.407243	0.936131	1.6756
2801	0.407389	0.936369	1.67589
2802	0.407534	0.936607	1.67619
2803	0.40768	0.936845	1.67648
2804	0.407825	0.937083	1.67677
2805	0.407971	0.937321	1.67707
2806	0.408116	0.937559	1.67736
2807	0.408262	0.937797	1.67766
2808	0.408407	0.938035	1.67795
2809	0.408552	0.938272	1.67824
2810	0.408698	0.93851	1.67853
2811	0.408843	0.938748	1.67883
2812	0.408989	0.938985	1.67912
2813	0.409134	0.939223	1.67941
2814	0.40928	0.939461	1.67971
2815	0.409425	0.939698	1.68
2816	0.409571	0.939936	1.68029
2817	0.409716	0.940173	1.68058
2818	0.409861	0.94041	1.68087
2819	0.410007	0.940648	1.68117
2820	0.410152	0.940885	1.68146
2821	0.410298	0.941122	1.68175
2822	0.410443	0.941359	1.68204
2823	0.410589	0.941596	1.68233
2824	0.410734	0.941833	1.68262
2825	0.41088	0.94207	1.68292
2826	0.411025	0.942307	1.68321
2827	0.41117	0.942544	1.6835
2828	0.411316	0.942781	1.68379
2829	0.411461	0.943018	1.68408
2830	0.411607	0.943255	1.68437
2831	0.411752	0.943491	1.68466
2832	0.411898	0.943728	1.68495
2833	0.412043	0.943965	1.68524
2834	0.412189	0.944201	1.68553
2835	0.412334	0.944438	1.68582
2836	0.412479	0.944674	1.68611
2837	0.412625	0.944911	1.6864
2838	0.41277	0.945147	1.68669
2839	0.412916	0.945383	1.68698
2840	0.413061	0.94562	1.68727
2841	0.413207	0.945856	1.68756
2842	0.413352	0.946092	1.68785
2843	0.413498	0.946328	1.68814
2844	0.413643	0.946564	1.68843
2845	0.413788	0.9468	1.68872
2846	0.413934	0.947036	1.689
2847	0.414079	0.947272	1.68929
2848	0.414225	0.947508	1.68958
2849	0.41437	0.947744	1.68987
2850	0.414516	0.94798	1.69016
2851	0.414661	0.948215	1.69045
2852	0.414807	0.948451	1.69073
2853	0.414952	0.948687	1.69102
2854	0.415097	0.948922	1.69131
2855	0.415243	0.949158	1.6916
2856	0.415388	0.949394	1.69188
2857	0.415534	0.949629	1.69217
2858	0.415679	0.949864	1.69246
2859	0.415825	0.9501	1.69275
2860	0.41597	0.950335	1.69303
2861	0.416116	0.95057	1.69332
2862	0.416261	0.950806	1.69361
2863	0.416406	0.951041	1.69389
2864	0.416552	0.951276	1.69418
2865	0.416697	0.951511	1.69447
2866	0.416843	0.951746	1.69475
2867	0.416988	0.951981	1.69504
2868	0.417134	0.952216	1.69533
2869	0.417279	0.952451	1.69561
2870	0.417425	0.952686	1.6959
2871	0.41757	0.95292	1.69618
2872	0.417715	0.953155	1.69647
2873	0.417861	0.95339	1.69676
2874	0.418006	0.953625	1.69704
2875	0.418152	0.953859	1.69733
2876	0.418297	0.954094	1.69761
2877	0.418443	0.954328	1.6979
2878	0.418588	0.954563	1.69818
2879	0.418734	0.954797	1.69847
2880	0.418879	0.955031	1.69875
2881	0.419024	0.955266	1.69904
2882	0.41917	0.9555	1.69932
2883	0.419315	0.955734	1.69961
2884	0.419461	0.955968	1.69989
2885	0.419606	0.956203	1.70017
2886	0.419752	0.956437	1.70046
2887	0.419897	0.956671	1.70074
2888	0.420043	0.956905	1.70103
2889	0.420188	0.957139	1.70131
2890	0.420333	0.957372	1.70159
2891	0.420479	0.957606	1.70188
2892	0.420624	0.95784	1.70216
2893	0.42077	0.958074	1.70244
2894	0.420915	0.958308	1.70273
2895	0.421061	0.958541	1.70301
2896	0.421206	0.958775	1.70329
2897	0.421352	0.959008	1.70358
2898	0.421497	0.959242	1.70386
2899	0.421642	0.959475	1.70414
2900	0.421788	0.959709	1.70442
2901	0.421933	0.959942	1.70471
2902	0.422079	0.960175	1.70499
2903	0.422224	0.960409	1.70527
2904	0.42237	0.960642	1.70555
2905	0.422515	0.960875	1.70583
2906	0.422661	0.961108	1.70612
2907	0.422806	0.961341	1.7064
2908	0.422951	0.961574	1.70668
2909	0.423097	0.961807	1.70696
2910	0.423242	0.96204	1.70724
2911	0.423388	0.962273	1.70752
2912	0.423533	0.962506	1.7078
2913	0.423679	0.962739	1.70808
2914	0.423824	0.962972	1.70837
2915	0.42397	0.963204	1.70865
2916	0.424115	0.963437	1.70893
2917	0.42426	0.96367	1.70921
2918	0.424406	0.963902	1.70949
2919	0.424551	0.964135	1.70977
2920	0.424697	0.964367	1.71005
2921	0.424842	0.9646	1.71033
2922	0.424988	0.964832	1.71061
2923	0.425133	0.965064	1.71089
2924	0.425279	0.965297	1.71117
2925	0.425424	0.965529	1.71145
2926	0.425569	0.965761	1.71173
2927	0.425715	0.965993	1.71201
2928	0.42586	0.966225	1.71229
2929	0.426006	0.966458	1.71257
2930	0.426151	0.96669	1.71284
2931	0.426297	0.966922	1.71312
2932	0.426442	0.967153	1.7134
2933	0.426588	0.967385	1.71368
2934	0.426733	0.967617	1.71396
2935	0.426878	0.967849	1.71424
2936	0.427024	0.968081	1.71452
2937	0.427169	0.968312	1.7148
2938	0.427315	0.968544	1.71507
2939	0.42746	0.968776	1.71535
2940	0.427606	0.969007	1.71563
2941	0.427751	0.969239	1.71591
2942	0.427897	0.96947	1.71619
2943	0.428042	0.969702	1.71646
2944	0.428187	0.969933	1.71674
2945	0.428333	0.970164	1.71702
2946	0.428478	0.970396	1.7173
2947	0.428624	0.970627	1.71757
2948	0.428769	0.970858	1.71785
2949	0.428915	0.971089	1.71813
2950	0.42906	0.97132	1.7184
2951	0.429206	0.971551	1.71868
2952	0.429351	0.971782	1.71896
2953	0.429496	0.972013	1.71923
2954	0.429642	0.972244	1.71951
2955	0.429787	0.972475	1.71979
2956	0.429933	0.972706	1.72006
2957	0.430078	0.972937	1.72034
2958	0.430224	0.973167	1.72061
2959	0.430369	0.973398	1.72089
2960	0.430515	0.973629	1.72117
2961	0.43066	0.973859	1.72144
2962	0.430805	0.97409	1.72172
2963	0.430951	0.97432	1.72199
2964	0.431096	0.974551	1.72227
2965	0.431242	0.974781	1.72254
2966	0.431387	0.975011	1.72282
2967	0.431533	0.975242	1.72309
2968	0.431678	0.975472	1.72337
2969	0.431824	0.975702	1.72364
2970	0.431969	0.975932	1.72392
2971	0.432114	0.976163	1.72419
2972	0.43226	0.976393	1.72447
2973	0.432405	0.976623	1.72474
2974	0.432551	0.976853	1.72502
2975	0.432696	0.977083	1.72529
2976	0.432842	0.977313	1.72556
2977	0.432987	0.977542	1.72584
2978	0.433133	0.977772	1.72611
2979	0.433278	0.978002	1.72639
2980	0.433423	0.978232	1.72666
2981	0.433569	0.978461	1.72693
2982	0.433714	0.978691	1.72721
2983	0.43386	0.978921	1.72748
2984	0.434005	0.97915	1.72775
2985	0.434151	0.97938	1.72803
2986	0.434296	0.979609	1.7283
2987	0.434442	0.979838	1.72857
2988	0.434587	0.980068	1.72884
2989	0.434732	0.980297	1.72912
2990	0.434878	0.980526	1.72939
2991	0.435023	0.980756	1.72966
2992	0.435169	0.980985	1.72993
2993	0.435314	0.981214	1.73021
2994	0.43546	0.981443	1.73048
2995	0.435605	0.981672	1.73075
2996	0.435751	0.981901	1.73102
2997	0.435896	0.98213	1.73129
2998	0.436041	0.982359	1.73157
2999	0.436187	0.982588	1.73184
3000	0.436332	0.982817	1.73211
3001	0.436478	0.983045	1.73238
3002	0.436623	0.983274	1.73265
3003	0.436769	0.983503	1.73292
3004	0.436914	0.983731	1.73319
3005	0.43706	0.98396	1.73346
3006	0.437205	0.984189	1.73374
3007	0.43735	0.984417	1.73401
3008	0.437496	0.984646	1.73428
3009	0.437641	0.984874	1.73455
3010	0.437787	0.985102	1.73482
3011	0.437932	0.985331	1.73509
3012	0.438078	0.985559	1.73536
